StockCode,Total_Sold,First_Sale,Last_Sale,Active_Days,Order_Count,Sales_Period,Days_Since_Last,Avg_Sales_Per_Day,Turnover_Rate,Is_Slow_Mover
84247L,108,2010-12-09 10:04:00,2011-04-12 12:00:00,8,8,125,5091,13.5,0.864,1
22168,139,2010-12-01 09:56:00,2011-04-12 11:58:00,75,75,133,5091,1.8533333333333333,1.0451127819548873,1
84531A,140,2010-12-05 16:24:00,2011-04-12 13:24:00,25,25,128,5091,5.6,1.09375,1
84531B,149,2010-12-05 16:24:00,2011-04-12 13:24:00,25,25,128,5091,5.96,1.1640625,1
84715,16,2011-01-30 14:05:00,2011-04-13 13:47:00,3,3,73,5090,5.333333333333333,0.2191780821917808,1
85031A,16,2010-12-12 13:26:00,2011-04-13 14:17:00,7,7,123,5090,2.2857142857142856,0.13008130081300814,1
37488A,28,2011-03-20 13:28:00,2011-04-13 11:48:00,3,3,24,5090,9.333333333333334,1.1666666666666667,1
72051S,45,2010-12-05 13:00:00,2011-04-13 12:57:00,5,5,129,5090,9.0,0.3488372093023256,1
37487B,68,2011-04-11 11:51:00,2011-04-13 11:48:00,2,2,2,5090,34.0,34.0,1
84858C,185,2011-02-25 11:56:00,2011-04-13 11:48:00,5,5,47,5090,37.0,3.9361702127659575,1
22256,257,2010-12-05 11:49:00,2011-04-12 16:19:00,33,33,129,5090,7.787878787878788,1.9922480620155039,1
37482P,477,2010-12-06 11:01:00,2011-04-13 11:48:00,34,34,129,5090,14.029411764705882,3.697674418604651,1
20703,1,2011-04-14 11:45:00,2011-04-14 11:45:00,1,1,1,5089,1.0,1.0,1
90042A,3,2010-12-15 13:24:00,2011-04-13 16:58:00,2,2,120,5089,1.5,0.025,1
90035A,4,2010-12-15 13:24:00,2011-04-13 16:58:00,2,2,120,5089,2.0,0.03333333333333333,1
22444,762,2010-12-01 13:24:00,2011-04-13 16:43:00,33,33,134,5089,23.09090909090909,5.686567164179104,1
84462,12,2011-01-16 16:23:00,2011-04-14 15:26:00,6,6,88,5088,2.0,0.13636363636363635,1
84905,12,2011-01-17 12:45:00,2011-04-15 09:27:00,2,2,88,5088,6.0,0.13636363636363635,1
35920,67,2011-01-19 16:18:00,2011-04-15 10:09:00,11,11,86,5088,6.090909090909091,0.7790697674418605,1
85186A,477,2011-01-14 10:10:00,2011-04-14 19:15:00,37,37,91,5088,12.891891891891891,5.241758241758242,1
16202A,7,2011-03-11 14:35:00,2011-04-17 13:43:00,2,2,37,5086,3.5,0.1891891891891892,1
16202E,15,2011-04-04 16:36:00,2011-04-17 13:43:00,3,3,13,5086,5.0,1.1538461538461537,1
21324,69,2010-12-01 09:53:00,2011-04-18 10:21:00,20,20,139,5085,3.45,0.49640287769784175,1
85200,183,2011-01-16 16:23:00,2011-04-18 13:36:00,26,26,92,5085,7.038461538461538,1.9891304347826086,1
10002,823,2010-12-01 08:45:00,2011-04-18 12:56:00,49,49,139,5085,16.79591836734694,5.920863309352518,1
47556B,2600,2011-01-11 12:57:00,2011-04-18 13:20:00,2,2,98,5085,1300.0,26.53061224489796,1
47013A,14,2011-03-17 15:47:00,2011-04-19 14:23:00,4,4,33,5084,3.5,0.42424242424242425,1
21459,75,2011-01-14 09:52:00,2011-04-18 14:50:00,18,18,95,5084,4.166666666666667,0.7894736842105263,1
85205B,116,2010-12-17 12:38:00,2011-04-18 14:50:00,24,24,123,5084,4.833333333333333,0.943089430894309,1
22525,458,2010-12-05 11:49:00,2011-04-18 16:31:00,52,52,135,5084,8.807692307692308,3.3925925925925924,1
84575A,14,2010-12-13 15:16:00,2011-04-19 14:49:00,4,4,127,5083,3.5,0.11023622047244094,1
84388,24,2010-12-07 14:30:00,2011-04-19 15:02:00,6,6,134,5083,4.0,0.1791044776119403,1
84666,24,2010-12-14 15:13:00,2011-04-19 14:49:00,4,4,126,5083,6.0,0.19047619047619047,1
16202B,29,2011-04-17 13:43:00,2011-04-19 14:49:00,2,2,3,5083,14.5,9.666666666666666,1
84461,41,2011-01-16 16:23:00,2011-04-20 13:59:00,14,14,94,5083,2.9285714285714284,0.43617021276595747,1
35921,54,2011-01-16 15:50:00,2011-04-19 16:52:00,11,11,94,5083,4.909090909090909,0.574468085106383,1
84750B,61,2010-12-16 13:21:00,2011-04-19 14:49:00,12,12,125,5083,5.083333333333333,0.488,1
85027L,70,2010-12-05 16:41:00,2011-04-19 15:02:00,18,18,135,5083,3.888888888888889,0.5185185185185185,1
21087,126,2011-02-24 11:54:00,2011-04-19 14:49:00,10,10,55,5083,12.6,2.290909090909091,1
22861,292,2010-12-12 11:44:00,2011-04-19 16:52:00,38,38,129,5083,7.684210526315789,2.2635658914728682,1
22458,513,2010-12-05 10:54:00,2011-04-20 11:05:00,14,14,137,5083,36.642857142857146,3.7445255474452557,1
21397,1016,2010-12-07 09:13:00,2011-04-19 16:52:00,44,44,134,5083,23.09090909090909,7.582089552238806,1
21398,1499,2010-12-01 16:57:00,2011-04-19 16:52:00,49,49,139,5083,30.591836734693878,10.784172661870503,1
17109D,61,2010-12-05 10:45:00,2011-04-21 12:34:00,5,5,138,5082,12.2,0.4420289855072464,1
20827,88,2011-04-19 14:49:00,2011-04-21 12:34:00,2,2,2,5082,44.0,44.0,1
21656,117,2010-12-15 12:09:00,2011-04-21 13:22:00,17,17,128,5082,6.882352941176471,0.9140625,1
85188A,302,2011-01-27 15:38:00,2011-04-21 10:19:00,34,34,84,5082,8.882352941176471,3.5952380952380953,1
90163B,2,2011-04-26 12:47:00,2011-04-26 12:47:00,1,1,1,5077,2.0,2.0,1
90136,3,2010-12-15 13:24:00,2011-04-26 12:47:00,2,2,132,5077,1.5,0.022727272727272728,1
90138,4,2011-04-26 12:47:00,2011-04-26 12:47:00,1,1,1,5077,4.0,4.0,1
90135,6,2011-04-26 12:47:00,2011-04-26 12:47:00,1,1,1,5077,6.0,6.0,1
35909A,8,2011-01-05 15:56:00,2011-04-26 13:05:00,3,3,111,5077,2.6666666666666665,0.07207207207207207,1
20778,15,2010-12-09 14:19:00,2011-04-26 13:22:00,8,8,138,5077,1.875,0.10869565217391304,1
22259,384,2010-12-15 11:53:00,2011-04-26 13:05:00,16,16,133,5077,24.0,2.887218045112782,1
90021,1,2011-04-27 12:35:00,2011-04-27 12:35:00,1,1,1,5076,1.0,1.0,1
84745A,32,2011-01-13 13:36:00,2011-04-27 12:08:00,5,5,104,5076,6.4,0.3076923076923077,1
84745B,32,2011-01-13 13:36:00,2011-04-27 12:08:00,5,5,104,5076,6.4,0.3076923076923077,1
90185D,32,2010-12-05 10:54:00,2011-04-27 12:35:00,8,8,144,5076,4.0,0.2222222222222222,1
84741C,60,2011-01-07 14:31:00,2011-04-27 14:01:00,14,14,110,5076,4.285714285714286,0.5454545454545454,1
51020B,197,2010-12-05 15:12:00,2011-04-27 11:26:00,15,15,143,5076,13.133333333333333,1.3776223776223777,1
51020A,325,2010-12-05 15:12:00,2011-04-27 11:26:00,18,18,143,5076,18.055555555555557,2.272727272727273,1
22459,375,2010-12-05 10:54:00,2011-04-27 11:47:00,15,15,144,5076,25.0,2.6041666666666665,1
21897,402,2011-03-24 18:34:00,2011-04-27 11:47:00,2,2,34,5076,201.0,11.823529411764707,1
21898,445,2011-02-17 12:42:00,2011-04-27 11:47:00,7,7,69,5076,63.57142857142857,6.449275362318841,1
20851,9,2011-01-30 13:48:00,2011-04-27 16:54:00,7,7,88,5075,1.2857142857142858,0.10227272727272728,1
85006,55,2010-12-10 11:19:00,2011-04-27 14:58:00,9,9,139,5075,6.111111111111111,0.39568345323741005,1
22719,463,2010-12-01 09:41:00,2011-04-28 10:20:00,34,34,149,5075,13.617647058823529,3.1073825503355703,1
20816,8,2011-04-28 13:17:00,2011-04-28 19:53:00,2,2,1,5074,4.0,8.0,1
85145,37,2011-03-25 17:34:00,2011-04-28 16:11:00,13,13,34,5074,2.8461538461538463,1.088235294117647,1
22521,598,2010-12-09 10:45:00,2011-05-01 11:10:00,94,94,144,5072,6.361702127659575,4.152777777777778,1
20803,911,2010-12-13 15:46:00,2011-05-01 13:45:00,31,31,139,5072,29.387096774193548,6.553956834532374,1
84705C,12,2011-05-03 13:52:00,2011-05-03 13:52:00,1,1,1,5070,12.0,12.0,1
37333,14,2010-12-09 14:15:00,2011-05-03 12:13:00,11,11,145,5070,1.2727272727272727,0.09655172413793103,1
84683,187,2010-12-02 14:26:00,2011-05-03 13:52:00,7,7,152,5070,26.714285714285715,1.230263157894737,1
85144,220,2010-12-02 15:46:00,2011-05-03 13:52:00,41,41,152,5070,5.365853658536586,1.4473684210526316,1
84689,3,2011-04-12 12:16:00,2011-05-04 12:29:00,2,2,23,5069,1.5,0.13043478260869565,1
20818,12,2011-01-28 15:29:00,2011-05-04 13:36:00,2,2,96,5069,6.0,0.125,1
21038,77,2010-12-01 13:21:00,2011-05-04 13:52:00,22,23,155,5069,3.5,0.4967741935483871,1
35241,89,2010-12-05 10:36:00,2011-05-03 15:59:00,30,30,150,5069,2.966666666666667,0.5933333333333334,1
84917,170,2010-12-14 11:51:00,2011-05-04 11:00:00,14,14,141,5069,12.142857142857142,1.2056737588652482,1
84916,212,2010-12-06 13:41:00,2011-05-04 11:00:00,18,18,149,5069,11.777777777777779,1.4228187919463087,1
22073,298,2010-12-06 09:52:00,2011-05-04 13:17:00,45,45,150,5069,6.622222222222222,1.9866666666666666,1
20964,2,2011-05-06 11:36:00,2011-05-06 11:36:00,1,1,1,5067,2.0,2.0,1
22202,39,2010-12-02 12:16:00,2011-05-05 19:16:00,17,17,155,5067,2.2941176470588234,0.25161290322580643,1
21318,678,2011-01-07 10:47:00,2011-05-06 10:10:00,40,40,119,5067,16.95,5.697478991596639,1
22618,66,2010-12-01 12:15:00,2011-05-06 19:37:00,25,25,157,5066,2.64,0.42038216560509556,1
84990,2,2011-04-20 15:25:00,2011-05-08 13:07:00,2,2,18,5065,1.0,0.1111111111111111,1
90076,6,2011-05-08 11:37:00,2011-05-08 11:37:00,1,1,1,5065,6.0,6.0,1
22353,60,2011-02-06 11:29:00,2011-05-08 12:58:00,24,24,92,5065,2.5,0.6521739130434783,1
84535A,398,2011-03-10 15:52:00,2011-05-08 13:32:00,20,20,59,5065,19.9,6.745762711864407,1
82599,421,2010-12-02 15:55:00,2011-05-08 12:36:00,84,85,157,5065,5.011904761904762,2.6815286624203822,1
90033,2,2011-05-08 16:13:00,2011-05-08 16:13:00,1,1,1,5064,2.0,2.0,1
90002D,10,2010-12-02 15:49:00,2011-05-08 16:13:00,6,6,158,5064,1.6666666666666667,0.06329113924050633,1
22926,566,2010-12-01 09:45:00,2011-05-10 10:00:00,182,182,161,5063,3.10989010989011,3.515527950310559,1
90064A,7,2011-02-11 16:20:00,2011-05-11 14:42:00,3,3,89,5062,2.3333333333333335,0.07865168539325842,1
90122A,8,2011-01-09 12:01:00,2011-05-11 14:42:00,3,3,123,5062,2.6666666666666665,0.06504065040650407,1
16244B,7,2011-04-26 16:45:00,2011-05-11 15:16:00,2,2,15,5061,3.5,0.4666666666666667,1
90039A,6,2011-05-12 16:50:00,2011-05-12 16:50:00,1,1,1,5060,6.0,6.0,1
90039B,6,2011-05-12 16:50:00,2011-05-12 16:50:00,1,1,1,5060,6.0,6.0,1
84688,34,2010-12-14 13:50:00,2011-05-12 16:52:00,8,8,150,5060,4.25,0.22666666666666666,1
84760S,43,2010-12-01 15:37:00,2011-05-12 20:13:00,8,8,163,5060,5.375,0.26380368098159507,1
85017C,49,2010-12-05 16:41:00,2011-05-12 20:13:00,10,10,159,5060,4.9,0.3081761006289308,1
22451,201,2010-12-01 11:21:00,2011-05-13 11:12:00,38,38,163,5060,5.2894736842105265,1.2331288343558282,1
90035C,2,2011-05-13 16:12:00,2011-05-13 16:12:00,1,1,1,5059,2.0,2.0,1
20967,256,2010-12-02 11:35:00,2011-05-16 09:40:00,75,75,165,5057,3.4133333333333336,1.5515151515151515,1
22518,333,2010-12-07 13:01:00,2011-05-16 13:35:00,57,57,161,5057,5.842105263157895,2.0683229813664594,1
21527,464,2010-12-02 11:41:00,2011-05-15 16:02:00,133,133,165,5057,3.488721804511278,2.812121212121212,1
84563A,59,2010-12-01 12:49:00,2011-05-17 10:57:00,14,14,167,5056,4.214285714285714,0.3532934131736527,1
20966,589,2010-12-01 11:21:00,2011-05-17 12:38:00,41,41,168,5056,14.365853658536585,3.505952380952381,1
22520,705,2010-12-14 12:30:00,2011-05-17 11:02:00,105,105,154,5056,6.714285714285714,4.577922077922078,1
47574B,4,2011-05-15 16:02:00,2011-05-18 12:37:00,2,2,3,5055,2.0,1.3333333333333333,1
37471,12,2011-05-18 12:07:00,2011-05-18 12:07:00,1,1,1,5055,12.0,12.0,1
46126A,48,2011-03-21 11:49:00,2011-05-18 11:08:00,6,6,58,5055,8.0,0.8275862068965517,1
17091A,171,2010-12-01 11:21:00,2011-05-18 11:58:00,25,25,169,5055,6.84,1.0118343195266273,1
20826,276,2010-12-13 15:12:00,2011-05-18 11:08:00,8,8,156,5055,34.5,1.7692307692307692,1
21195,417,2010-12-05 11:57:00,2011-05-17 15:42:00,24,24,164,5055,17.375,2.542682926829268,1
90173,16,2010-12-08 13:51:00,2011-05-19 12:24:00,3,3,162,5054,5.333333333333333,0.09876543209876543,1
62043B,17,2011-04-27 12:08:00,2011-05-19 10:20:00,5,5,22,5054,3.4,0.7727272727272727,1
79026B,25,2011-03-04 14:28:00,2011-05-18 14:50:00,9,9,76,5054,2.7777777777777777,0.32894736842105265,1
17011F,80,2010-12-16 16:45:00,2011-05-19 12:10:00,6,6,154,5054,13.333333333333334,0.5194805194805194,1
85198,86,2011-01-17 15:19:00,2011-05-18 16:37:00,6,6,122,5054,14.333333333333334,0.7049180327868853,1
21336,8,2010-12-06 14:46:00,2011-05-20 11:53:00,3,3,165,5053,2.6666666666666665,0.048484848484848485,1
84706D,6,2010-12-08 15:59:00,2011-05-22 11:29:00,3,3,165,5051,2.0,0.03636363636363636,1
84685,21,2010-12-01 14:41:00,2011-05-22 11:34:00,9,9,172,5051,2.3333333333333335,0.12209302325581395,1
84809A,38,2010-12-05 16:24:00,2011-05-22 12:12:00,5,5,168,5051,7.6,0.2261904761904762,1
22272,194,2010-12-02 08:52:00,2011-05-22 11:51:00,46,46,172,5051,4.217391304347826,1.127906976744186,1
62097B,9,2011-04-27 12:08:00,2011-05-23 11:52:00,3,3,26,5050,3.0,0.34615384615384615,1
84906,28,2010-12-01 11:45:00,2011-05-23 11:52:00,10,10,174,5050,2.8,0.16091954022988506,1
22060,231,2010-12-02 18:08:00,2011-05-23 14:11:00,34,34,172,5050,6.794117647058823,1.3430232558139534,1
84596J,469,2010-12-07 15:54:00,2011-05-23 09:43:00,27,27,167,5050,17.37037037037037,2.808383233532934,1
21310,1,2011-05-24 13:22:00,2011-05-24 13:22:00,1,1,1,5049,1.0,1.0,1
47589,13,2011-01-06 12:45:00,2011-05-24 10:24:00,3,3,138,5049,4.333333333333333,0.09420289855072464,1
85130A,77,2010-12-03 13:43:00,2011-05-23 16:32:00,10,10,172,5049,7.7,0.4476744186046512,1
21421,298,2010-12-02 07:48:00,2011-05-24 14:00:00,13,13,174,5049,22.923076923076923,1.7126436781609196,1
85132A,453,2010-12-02 12:33:00,2011-05-24 11:31:00,51,51,173,5049,8.882352941176471,2.6184971098265897,1
22524,592,2010-12-01 17:24:00,2011-05-24 08:49:00,65,65,174,5049,9.107692307692307,3.4022988505747125,1
90041,2,2011-05-25 11:14:00,2011-05-25 11:14:00,1,1,1,5048,2.0,2.0,1
90124B,4,2011-03-04 10:58:00,2011-05-25 11:14:00,3,3,83,5048,1.3333333333333333,0.04819277108433735,1
16151A,49,2011-05-11 12:32:00,2011-05-25 10:02:00,3,3,14,5048,16.333333333333332,3.5,1
16049,504,2011-04-26 11:51:00,2011-05-25 11:44:00,5,5,29,5048,100.8,17.379310344827587,1
90125E,1,2011-05-26 14:09:00,2011-05-26 14:09:00,1,1,1,5047,1.0,1.0,1
85185D,15,2010-12-02 14:09:00,2011-05-25 17:12:00,8,8,175,5047,1.875,0.08571428571428572,1
21904,50,2010-12-05 13:55:00,2011-05-25 17:31:00,23,23,172,5047,2.1739130434782608,0.29069767441860467,1
90125C,73,2011-01-25 10:56:00,2011-05-26 14:09:00,3,3,122,5047,24.333333333333332,0.5983606557377049,1
90125D,74,2010-12-13 15:20:00,2011-05-26 14:09:00,5,5,164,5047,14.8,0.45121951219512196,1
90125A,109,2010-12-14 12:59:00,2011-05-26 14:09:00,6,6,164,5047,18.166666666666668,0.6646341463414634,1
20801,848,2010-12-13 09:09:00,2011-05-25 16:08:00,54,54,164,5047,15.703703703703704,5.170731707317073,1
71215,11,2010-12-08 15:17:00,2011-05-26 16:30:00,2,2,170,5046,5.5,0.06470588235294118,1
84763,573,2010-12-02 13:11:00,2011-05-27 14:01:00,49,49,177,5046,11.693877551020408,3.23728813559322,1
20667,1,2011-05-31 11:39:00,2011-05-31 11:39:00,1,1,1,5042,1.0,1.0,1
21614,48,2011-04-19 10:19:00,2011-05-31 10:43:00,7,7,43,5042,6.857142857142857,1.1162790697674418,1
84691,242,2011-02-21 10:41:00,2011-05-31 09:38:00,4,4,99,5042,60.5,2.4444444444444446,1
85016,522,2010-12-05 15:46:00,2011-05-31 10:45:00,25,25,177,5042,20.88,2.9491525423728815,1
21043,441,2010-12-16 13:02:00,2011-06-01 12:11:00,57,57,167,5041,7.7368421052631575,2.6407185628742513,1
84873A,2,2011-05-17 14:46:00,2011-06-01 17:42:00,2,2,16,5040,1.0,0.125,1
47344B,44,2011-03-20 15:21:00,2011-06-02 09:37:00,6,6,74,5040,7.333333333333333,0.5945945945945946,1
84313C,461,2010-12-13 15:16:00,2011-06-02 09:38:00,24,24,171,5040,19.208333333333332,2.695906432748538,1
79030G,1358,2010-12-06 12:34:00,2011-06-02 09:37:00,52,52,178,5040,26.115384615384617,7.629213483146067,1
90144,7,2011-05-22 14:44:00,2011-06-02 19:50:00,3,3,12,5039,2.3333333333333335,0.5833333333333334,1
84597C,46,2010-12-05 15:12:00,2011-06-02 19:50:00,13,13,180,5039,3.5384615384615383,0.25555555555555554,1
84800L,360,2010-12-19 14:03:00,2011-06-03 17:07:00,22,22,167,5038,16.363636363636363,2.155688622754491,1
90175A,9,2010-12-05 10:54:00,2011-06-05 11:14:00,8,8,183,5037,1.125,0.04918032786885246,1
21399,2035,2010-12-02 15:46:00,2011-06-05 10:50:00,62,62,185,5037,32.82258064516129,11.0,1
40003,147,2010-12-09 13:08:00,2011-06-06 14:12:00,11,11,180,5036,13.363636363636363,0.8166666666666667,1
90102,10,2011-06-07 12:47:00,2011-06-07 12:47:00,1,1,1,5035,10.0,10.0,1
21360,37,2010-12-02 09:44:00,2011-06-06 15:31:00,14,14,187,5035,2.642857142857143,0.19786096256684493,1
85232A,74,2010-12-17 15:14:00,2011-06-06 16:41:00,25,25,172,5035,2.96,0.43023255813953487,1
22519,370,2010-12-01 17:15:00,2011-06-07 07:49:00,65,65,188,5035,5.6923076923076925,1.9680851063829787,1
17013D,532,2010-12-14 16:39:00,2011-06-07 10:05:00,11,11,175,5035,48.36363636363637,3.04,1
21870,1349,2010-12-01 13:24:00,2011-06-06 16:41:00,136,137,188,5035,9.919117647058824,7.175531914893617,1
84907,5,2011-01-30 14:36:00,2011-06-08 13:09:00,3,3,129,5034,1.6666666666666667,0.03875968992248062,1
84415B,6,2010-12-08 13:23:00,2011-06-08 08:31:00,2,2,182,5034,3.0,0.03296703296703297,1
17007B,24,2010-12-06 13:01:00,2011-06-08 14:35:00,2,2,185,5034,12.0,0.12972972972972974,1
47341A,27,2011-02-17 14:51:00,2011-06-08 10:45:00,5,5,111,5034,5.4,0.24324324324324326,1
84226,49,2011-01-19 12:38:00,2011-06-08 10:45:00,9,9,140,5034,5.444444444444445,0.35,1
21161,130,2010-12-02 11:41:00,2011-06-08 12:44:00,34,34,189,5034,3.823529411764706,0.6878306878306878,1
35809A,388,2010-12-16 17:29:00,2011-06-08 10:45:00,40,40,174,5034,9.7,2.2298850574712645,1
84919,29,2011-01-30 14:36:00,2011-06-08 16:00:00,9,9,130,5033,3.2222222222222223,0.2230769230769231,1
20823,160,2011-04-19 14:49:00,2011-06-09 14:23:00,7,7,51,5033,22.857142857142858,3.1372549019607843,1
85019C,181,2010-12-01 14:03:00,2011-06-09 10:06:00,10,10,190,5033,18.1,0.9526315789473684,1
16043,98,2011-06-07 10:44:00,2011-06-09 19:33:00,2,2,3,5032,49.0,32.666666666666664,1
16052,467,2011-01-26 12:29:00,2011-06-09 19:33:00,6,6,135,5032,77.83333333333333,3.4592592592592593,1
77079,1,2011-06-12 12:01:00,2011-06-12 12:01:00,1,1,1,5030,1.0,1.0,1
23003,541,2011-02-16 16:56:00,2011-06-12 12:34:00,52,52,116,5030,10.403846153846153,4.663793103448276,1
90001A,2,2011-06-13 14:16:00,2011-06-13 14:16:00,1,1,1,5029,2.0,2.0,1
90026A,2,2011-06-13 14:16:00,2011-06-13 14:16:00,1,1,1,5029,2.0,2.0,1
90000B,3,2011-02-20 14:31:00,2011-06-13 14:16:00,2,2,113,5029,1.5,0.02654867256637168,1
90029,3,2011-02-11 16:20:00,2011-06-13 14:16:00,2,2,122,5029,1.5,0.02459016393442623,1
90187B,4,2011-06-13 14:16:00,2011-06-13 14:16:00,1,1,1,5029,4.0,4.0,1
90190A,6,2011-06-13 14:16:00,2011-06-13 14:16:00,1,1,1,5029,6.0,6.0,1
90190B,6,2011-06-13 14:16:00,2011-06-13 14:16:00,1,1,1,5029,6.0,6.0,1
90177B,7,2010-12-17 17:17:00,2011-06-13 14:16:00,2,2,178,5029,3.5,0.03932584269662921,1
90036D,11,2010-12-09 13:34:00,2011-06-13 14:16:00,4,4,187,5029,2.75,0.058823529411764705,1
79071B,20,2011-01-05 12:54:00,2011-06-13 13:44:00,11,11,160,5029,1.8181818181818181,0.125,1
84551,1,2011-06-14 13:15:00,2011-06-14 13:15:00,1,1,1,5028,1.0,1.0,1
35909B,8,2011-02-14 14:13:00,2011-06-14 13:15:00,2,2,120,5028,4.0,0.06666666666666667,1
22783,462,2010-12-01 09:45:00,2011-06-14 11:28:00,32,32,196,5028,14.4375,2.357142857142857,1
37479B,127,2010-12-06 11:01:00,2011-06-15 13:35:00,17,17,192,5027,7.470588235294118,0.6614583333333334,1
22788,205,2010-12-06 14:51:00,2011-06-15 13:05:00,46,46,191,5027,4.456521739130435,1.0732984293193717,1
85141,119,2010-12-15 12:09:00,2011-06-16 14:26:00,38,38,184,5026,3.1315789473684212,0.6467391304347826,1
21095,95,2011-01-21 11:19:00,2011-06-16 19:59:00,9,9,147,5025,10.555555555555555,0.6462585034013606,1
84279B,179,2011-02-01 09:36:00,2011-06-17 11:07:00,57,57,137,5025,3.1403508771929824,1.3065693430656935,1
84597B,41,2010-12-14 13:35:00,2011-06-19 11:10:00,5,5,187,5023,8.2,0.2192513368983957,1
84563B,69,2010-12-05 13:55:00,2011-06-19 12:23:00,21,21,196,5023,3.2857142857142856,0.3520408163265306,1
85132B,513,2010-12-02 12:33:00,2011-06-19 13:26:00,60,60,200,5023,8.55,2.565,1
20701,6,2010-12-23 16:06:00,2011-06-20 13:27:00,3,3,179,5022,2.0,0.0335195530726257,1
20700,10,2010-12-21 16:06:00,2011-06-20 13:27:00,4,4,181,5022,2.5,0.055248618784530384,1
47013C,43,2011-03-24 13:04:00,2011-06-20 17:14:00,7,7,89,5021,6.142857142857143,0.48314606741573035,1
20731,74,2010-12-06 12:15:00,2011-06-20 14:48:00,8,8,197,5021,9.25,0.3756345177664975,1
18097A,5,2010-12-02 13:49:00,2011-06-22 16:16:00,4,4,203,5019,1.25,0.024630541871921183,1
84925D,15,2010-12-03 11:35:00,2011-06-23 11:38:00,10,10,203,5019,1.5,0.07389162561576355,1
62086A,86,2011-01-13 09:23:00,2011-06-23 14:11:00,13,13,162,5019,6.615384615384615,0.5308641975308642,1
47021G,518,2010-12-02 19:59:00,2011-06-23 09:14:00,15,15,203,5019,34.53333333333333,2.5517241379310347,1
84415A,12,2011-06-08 08:31:00,2011-06-24 12:14:00,2,2,17,5018,6.0,0.7058823529411765,1
90065A,6,2011-02-20 14:31:00,2011-06-26 13:45:00,3,3,126,5016,2.0,0.047619047619047616,1
90129A,7,2010-12-13 10:58:00,2011-06-26 13:45:00,3,3,196,5016,2.3333333333333335,0.03571428571428571,1
84709B,20,2010-12-01 11:21:00,2011-06-26 13:45:00,11,11,208,5016,1.8181818181818181,0.09615384615384616,1
84631,16,2010-12-10 13:06:00,2011-06-27 12:13:00,9,9,199,5015,1.7777777777777777,0.08040201005025126,1
72024U,72,2011-04-26 09:44:00,2011-06-27 12:49:00,3,3,63,5015,24.0,1.1428571428571428,1
17014A,154,2010-12-15 15:34:00,2011-06-27 13:58:00,7,7,194,5015,22.0,0.7938144329896907,1
20716,314,2010-12-08 12:06:00,2011-06-29 11:46:00,34,34,203,5013,9.235294117647058,1.5467980295566504,1
71143,10,2011-06-29 15:11:00,2011-06-29 15:11:00,1,1,1,5012,10.0,10.0,1
85086A,45,2010-12-10 11:42:00,2011-06-29 16:07:00,8,8,202,5012,5.625,0.22277227722772278,1
84746,3,2011-07-01 13:02:00,2011-07-01 13:02:00,1,1,1,5011,3.0,3.0,1
84865,24,2010-12-03 15:19:00,2011-07-01 13:02:00,11,11,210,5011,2.1818181818181817,0.11428571428571428,1
84548,15,2011-03-24 13:16:00,2011-07-03 14:58:00,3,3,102,5008,5.0,0.14705882352941177,1
75172,93,2011-02-09 15:33:00,2011-07-04 16:35:00,8,8,146,5007,11.625,0.636986301369863,1
84857C,95,2011-02-15 14:19:00,2011-07-04 15:46:00,8,8,140,5007,11.875,0.6785714285714286,1
22482,448,2010-12-01 14:34:00,2011-07-05 13:07:00,48,48,216,5007,9.333333333333334,2.074074074074074,1
22088,1698,2010-12-01 13:54:00,2011-07-06 10:41:00,169,169,217,5006,10.04733727810651,7.824884792626728,1
21763,6,2011-01-05 15:56:00,2011-07-06 16:40:00,4,4,183,5005,1.5,0.03278688524590164,1
22194,53,2010-12-01 13:23:00,2011-07-07 12:47:00,33,33,218,5005,1.606060606060606,0.24311926605504589,1
20941,61,2010-12-19 14:16:00,2011-07-06 15:15:00,17,17,200,5005,3.588235294117647,0.305,1
90046,3,2011-07-07 16:59:00,2011-07-07 16:59:00,1,1,1,5004,3.0,3.0,1
90048,3,2011-07-07 16:59:00,2011-07-07 16:59:00,1,1,1,5004,3.0,3.0,1
79337,644,2010-12-03 15:45:00,2011-07-08 15:22:00,10,10,217,5003,64.4,2.967741935483871,1
84539,16,2011-07-10 12:03:00,2011-07-10 12:03:00,1,1,1,5002,16.0,16.0,1
84584,83,2010-12-17 11:30:00,2011-07-10 13:46:00,18,18,206,5002,4.611111111111111,0.4029126213592233,1
44242A,12,2011-07-10 15:17:00,2011-07-10 15:17:00,1,1,1,5001,12.0,12.0,1
17090D,29,2010-12-02 13:11:00,2011-07-11 11:38:00,12,12,221,5001,2.4166666666666665,0.13122171945701358,1
84686,49,2011-04-04 12:55:00,2011-07-10 16:18:00,8,8,98,5001,6.125,0.5,1
21781,137,2010-12-01 15:35:00,2011-07-10 16:18:00,81,81,222,5001,1.691358024691358,0.6171171171171171,1
22052,571,2010-12-06 08:34:00,2011-07-11 14:10:00,23,23,218,5001,24.82608695652174,2.6192660550458715,1
62074B,16,2011-01-31 16:02:00,2011-07-12 15:29:00,4,4,162,4999,4.0,0.09876543209876543,1
37444A,47,2010-12-01 09:41:00,2011-07-13 12:06:00,14,14,225,4999,3.357142857142857,0.2088888888888889,1
21307,79,2010-12-05 15:12:00,2011-07-13 12:06:00,13,13,220,4999,6.076923076923077,0.35909090909090907,1
